0,1,2,3,4,5,6,7,8,9,10,11,12
"November 18, 1938",0051,"Regina, Saskatchewan, Canada",Trans Canada Air Lines,?,Winnipeg - Regina - Vancouver,Lockheed 14 Electra,CF-TCL,1475,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,The mail plane crashed several minutes after taking off from Regina
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"November 26, 1938",1520,"Bathurst, Gambia",Deutsche Lufthansa,?,?,Junkers JU90V2,D-AIVI,4914,15   (passengers:10  crew:5),12   (passengers:9  crew:3),0,During takeoff the aircraft hit a palm tree and burst into flames due to double engine failure.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"November 27, 1938",?,"Bagdad, Iraq",Imperial Airways,?,Southampton - Sydney,Short Empire Flying Boat,G-AETW,S839,6   (passengers:0  crew:6),4   (passengers:0  crew:4),0,The flying boat crashed on Lake Ramadi at night in a sandstorm.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"November 29, 1938",0530,"Off Point Reyes, California",United Air Lines,6,"Seattle, WA - Medford, OR - Oakland,CA",Douglas DC 3-A-SB-3-G-14,NC16066,1907,7   (passengers:4  crew:3),5   (passengers:3  crew:2),0,"The aircraft ran out of fuel and ditched into the ocean a little less than a mile offshore. Failure of the pilot to definitely establish the position of the aircraft through standard orientation procedures within a reasonable time after intersecting a leg of the Oakland radio range and of Company flight dispatchers, charged with the responsibilities of directing the operation of the trip, to properly safeguard the flight, resulting in forced landing of the aircraft at sea due to exhausted fuel supply."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"December 02, 1938",0755,"Mexico City, Mexico",Mexicana,?,Mexico City - Merida,Lockheed 10E Electra,X-ABAU,1041,8   (passengers:5  crew:3),8   (passengers:5  crew:3),0,Crashed and burned on a hill while taking off in foggy conditions. The pilot did not have authorization to take off during poor visibility.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"December 08, 1938",c 09:00,"Off Kuba Island, Okinawa",Japan Aviation Corporation,?,Fukuoka - Taihoku,Nakajima A-T2,J-BDOH,1481-1,15   (passengers:12  crew:3),10   (passengers:7  crew:3),0,Crashed into the East China Sea after experiencing engine failure.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"December 09, 1938",1120,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,?,Instructional Flight,Lockheed 14-WF62 Super Electra,PH-APE,1413,4   (passengers:0  crew:4),4   (passengers:0  crew:4),0,Whle taking off the aircraft stalled and struck a dyke near Schiphol Airport and caught fire.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"December 12, 1938",?,"Darwin, Australia",Qantas,?,?,Short S23 C Class flying boat,G-AEUH,?,13   (passengers:?  crew:?),13   (passengers:?  crew:?),0,Shot down by Japanese aircraft. Owned by Imperial Airways and operated by Qantas.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"January 07, 1939",1630,"Paris, France",Swissair,?,Zurich - Geneva - Paris,Douglas DC-2-115B,HB-ITA,1329,17   (passengers:12  crew:5),5   (passengers:2  crew:3),0,The aircraft crashed onto a field losing both wings while attempting to land in low overcast.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"January 13, 1939",?,"Rio de Janeiro, Brazil",Syndicato Condor,?,Vitoria - Rio de Janeiro,Junkers JU-52/3m,PP-CAY,4042,10   (passengers:7  crew:3),10   (passengers:7  crew:3),0,"In reduced visibility and strong winds, the seaplane crashed into the side of Mt. Chambe while attempting to land at Rio de Janerio."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"January 13, 1939",2115,"Miles City, Montana",Northwest Orient Airlines,1,Chicago - Seattle,Lockheed 14-H Super Electra,NC17389,1408,4   (passengers:2  crew:2),4   (passengers:2  crew:2),0,"The aircraft crashed 2,650 feet past the runway boundry after taking off. A fire of considerable intensity developed, prior to the crash, in the cockpit of the aircraft, in the immediate vicinity of the gasoline cross-feed valve. It  was not possible to determine the exact origin and source of the fire."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"January 18, 1939",0759,"Katherine, Australia",Guinea Airways,?,Katherine - Adelaide,Lockheed 14 Electra,VH-ABI,1418,4   (passengers:1  crew:3),4   (passengers:1  crew:3),0,"The mail plane failed to gain height after taking off, stalled and crashed into the Katherine River during a storm."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"January 21, 1939",1230,Atlantic Ocean between N.Y. and Bermuda,Imperial Airways,?,New York City - Bermuda,Short S-23 (flying boat),G-ADUU,S-812,13   (passengers:8  crew:5),3   (passengers:2  crew:1),0,"While en route, the aircraft ditched, broke in two  and sank in the Atlantic Ocean, 285 miles SE of Long Island New York. Complete loss of power to the two inner engines and partial loss of power to the two outer engines due to carburetor icing. The aircraft was named ""Cavalier."""
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"February 12, 1939",1415,"Juneau, Alaska",Marine Airways,?,Ketchikan - Juneau,Fairchild 71(amphibious),NC9777,618,6   (passengers:5  crew:1),6   (passengers:5  crew:1),0,The air taxi encountered low visibility and snow and crashed on Grand Island. The wreckage was found 1 month later
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"February 24, 1939",0945,"Near Roubien, France",Deutsche Lufthansa,?,"Barcelona, Spain - Rome, Italy",Junkers JU-52/3m,D-ALUS,5210,10   (passengers:6  crew:4),10   (passengers:6  crew:4),0,"While cruising in bad weather conditions, aircraft hit a mountain near Roubion, in the National Park of Mercantour, 50 km north of Nice. Engine trouble may have factored in the accident, which occurred in adverse weather conditions, with fog and falling snow in the area."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 14, 1939",?,"Haren, Belgium",Sabena,?,London - Brussels,Junkers JU-52,OO-AUA,5815,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,The cargo plane stalled and crashed into a field short of the runway.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 16, 1939",?,"Manzanares, Colombia",Deutsche Lufthansa,?,?,Junkers JU-86,?,?,8   (passengers:6  crew:2),8   (passengers:6  crew:2),0,?
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 18, 1939",1317,"Near Adler, Washington",Boeing Aircraft Company,?,Test flight,Boeing 307 Stratoliner,NX19901,1994,10   (passengers:8  crew:2),10   (passengers:8  crew:2),0,"The aircraft crashed after the tail broke off. Dutch engineer A.G. von Baumhauer among those killed.  He was a famous helicopter pioneer who first came up with the tail rotor/main rotor configuration which is in use today. Strructural failure of the wings and horizontal tail surfaces due t o the imposition of loads thereon in excess of those for which they were designed, the failure occurring in an abrupt pull-out from a dive following recovery from an inadvertent spin."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 26, 1939",1448,"Oklahoma City, Oklahoma",Braniff Airlines,1,Chicago - Kansas City - Wichita - Oklahoma City - Dallas,Douglas DC-2-112,NC13727,1253,12   (passengers:9  crew:3),8   (passengers:7  crew:1),0,"An explosion in an engine, just after takeoff blew the two halves of the cowl open creating excessive drag and causing the left wing to drop. The captain tried to circle back, but the wing impacted an embankment along a section line road and crashed about 100 yards inside the boundary. Either the hot metal of the engines or some other source ignited the fuel spilling out of the ruptured tank and the cabin was quickly engulfed in flames. The initial cause of the explosion was a cylinder blow out which was a problem with that particular engine and had caused problems in two other aircraft, a TWA and United DC-2, both of which landed safely."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"April 03, 1939",?,"Near Marrakech, Morocco",Air France,?,?,Caudron C.635 Simoun,F-AOOT,7372,9   (passengers:?  crew:?),9   (passengers:?  crew:?),0,Crashed into a mountain.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"May 01, 1939",?,"Lumbo, Mozambique",Imperial Airways,?,London - Cairo- Mombasa - Dar es-Salaam - Lumbo - Maputo,Short S-23 Empire Flying Boat,G-ADVD,S-821,4   (passengers:0  crew:4),2   (passengers:0  crew:2),0,After an aborted landing the plane hit the water and came to rest off Ilha de Mocambique island.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"May 02, 1939",1530,"Near Marrakech, Morocco",Air France,?,"Casablanca, Morocco - Dakar, Senegal",Dewoitine D-338,F-ARIC,25,9   (passengers:6  crew:3),9   (passengers:6  crew:3),0,Crashed and burned in a mountainous area due to icing.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"May 08, 1939",1200,"Guayaquil, Ecuador",Military - Ecuadorian Air Force,?,?,Curtiss-Wright C-14 Osprey,?,?,1   (passengers:0  crew:1),1   (passengers:0  crew:1),22,"While performing aerobatics, the aircraft lost control and crashed into numerous building near a college."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"June 06, 1939",0925,"Schiphol, Amsterdam",KLM Royal Duch Airlines,?,Training,Douglas DC-2,PH-AKN,1360,4   (passengers:0  crew:4),0   (passengers:0  crew:0),1,"During  a training flight with one engine out,  the crew hit an obstacle and then a sentry-box with 9 soldiers inside. One soldier  died and 3 others were wounded. The aircraft was repaired."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"June 10, 1939",1620,"Vlissingen, The Netherlands",KLM Royal Dutch Airlines,?,Haamstede - Vlissingen,Koolhoven FK.43,PH-AJK,4305,3   (passengers:1  crew:2),3   (passengers:1  crew:2),0,"The crew  made a steep turn over a beach at too low a speed, stalled and crashed. Two student pilots.were flying the plane."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"June 20, 1939",?,Forest-in-Teesdale. United Kingdom,British American Air Services,?,Heston - Newcastle,de Havilland DH.89 Dragon Rapide,G-AERE,6355,3   (passengers:1  crew:2),3   (passengers:1  crew:2),0,The aircraft hit the slope of Mt Dora's Seat when flying too low.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"July 20, 1939",1850,"Konstanz, Switzerland",Swissair,?,Vienna - Zurich,Junkers JU86 Z-2,HB-IXA,086/0951,6   (passengers:4  crew:2),6   (passengers:4  crew:2),0,While attempting to land the aircraft crashed after an engine fire caused a loss in air speed and a stall.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"August 04, 1939",?,"Barcelona, Spain",Deutsche Lufthansa,?,Cologne - Toulouse - Barcelona - Casablanca,Junkers JU-52/3m,D-AUJG,5942,7   (passengers:4  crew:3),7   (passengers:4  crew:3),0,Crashed in the Llaveria mountains in heavy fog and caught fire. The plane hit the highest peak of the mountains.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"August 13, 1939",1635,"Rio de Janerio, Brazil",Pan American World Airways,?,Miami - Rio de Janerio,Sikorsky S43 (flying boat),NC16933,4316,16   (passengers:12  crew:4),14   (passengers:10  crew:4),0,"The plane lost power from the left engine, yawed to the left, and started a descending turn in the same direction. The plane continued to lose altitude and turn at a sharper and steeper angle until it struck a caisson anchored at right angles to a small island in the harbor immediately adjacent to its landing approach path.   Loss of power from the left engine during the landing approach, necessitating an attempted landing under extremely hazardous conditions."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"August 15, 1939",1300,"Off Copenhagen, Denmark",British Airways,?,London - Hamburg - Copenhagen,Lockheed 10 Electra,G-ASEY,1102,6   (passengers:4  crew:2),5   (passengers:4  crew:1),0,"Crashed into the sea after a fire aboard. Leakage of fuel from the overflow boxes, which resulted from overfilling of the fuel tanks."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"August 28, 1939",?,"Lahore, India",Indian National Airways,?,Calcutta - Dum Dum,De Havilland D-84,VT-AEL,6048,2   (passengers:1  crew:1),2   (passengers:1  crew:1),0,Crashed en route for unknown reasons.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"August 30, 1939",?,"Hannover, Germany",Deutsche Lufthansa,?,Berlin - Hanover - Cologne - London,Junkers JU-52/3m,D-AFOP,5800,7   (passengers:4  crew:3),7   (passengers:4  crew:3),0,The aircraft crashed while taking off from Hanover. Visibility was poor because of low fog covering the runway. The pilot was searching for the proper flight path when the plane veered towards a building while still 40 meters above the ground. The pilot tried to raise the plane while trying to turn left at the same time but lost control and crashed and the plane caught fire.The passengers were pilots of Lufthansa.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"September 26, 1939",1410,North Sea,KLM Royal Dutch Airlines,?,Copenhagen - Amsterdam,Douglas DC-3,PH-ASM,2142,20   (passengers:15  crew:5),1   (passengers:1  crew:0),0,One Swedish passenger was killed when the plane was attacked by a German fighter. The plane was able to land safely in Amsterdam.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"October 10, 1939",0730,"Calarmar, Colombia",Scarta,?,Barranquilla - Girardot,Junkers W-34,C-53,?,5   (passengers:3  crew:2),5   (passengers:3  crew:2),0,Crashed while en route.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
